round,timestamp,avg_time_ns,max_time_ns,min_time_ns,stdev_time_ns,suspicious_count
449,1762785767.60196,64.3359375,810,50,48.71232518572687,2
450,1762785767.6534092,62.2265625,820,50,49.031036964195586,2
451,1762785767.7067459,73.8671875,580,60,34.16634534760434,7
452,1762785767.758267,75.8984375,570,60,42.84918190241072,5
453,1762785767.8099852,75.35546875,780,60,46.32191927446021,2
454,1762785767.8615134,77.73828125,800,60,48.20997638369746,5
455,1762785767.9130564,75.1953125,630,60,37.18476571757026,5
456,1762785767.9646246,77.5,520,60,39.00728941430025,3
457,1762785768.0161755,64.53125,1150,50,71.60741965061726,4
458,1762785768.0677798,101.6484375,810,60,54.37438696972439,9
459,1762785768.1194022,91.015625,810,60,59.52544150423842,5
460,1762785768.1710396,117.34375,730,60,59.40864629750421,8
461,1762785768.2225404,63.046875,820,50,49.118641383618794,3
462,1762785768.274005,61.015625,500,50,29.96311048933469,3
463,1762785768.3255157,76.2890625,900,60,53.9925415827837,3
464,1762785768.377012,64.4921875,1090,50,69.13850788134513,4
465,1762785768.428619,81.05859375,1220,60,79.66040965896619,5
466,1762785768.4800568,61.71875,610,50,36.58156344818692,5
467,1762785768.5315323,64.49609375,960,50,58.22626575607489,4
468,1762785768.5830786,78.16796875,870,60,57.73576651159463,3
469,1762785768.6345866,75.671875,840,60,50.16312361275198,3
470,1762785768.6860387,61.01953125,530,50,31.704202872480675,3
471,1762785768.7375045,66.875,930,50,58.6214174874277,4
472,1762785768.789029,63.6796875,730,50,48.36688765135122,4
473,1762785768.8405397,89.7265625,750,50,46.50451630502898,9
474,1762785768.8919694,61.9921875,570,50,34.08662461936025,4
475,1762785768.9434822,64.6875,650,50,42.10048670018147,7
476,1762785768.9950747,79.765625,1580,60,98.25109763394254,3
477,1762785769.046702,99.4921875,600,60,50.767983749796564,8
478,1762785769.0983703,116.68359375,1770,80,114.78958364805204,12
479,1762785769.1501117,106.7265625,1920,70,125.59847100628912,9
480,1762785769.201751,94.1796875,1850,70,114.37173197945545,3
481,1762785769.2535057,101.953125,2660,70,166.86760558633796,6
482,1762785769.3051312,84.73046875,2660,50,167.76842585860288,4
483,1762785769.356915,128.796875,1740,90,112.14646301451806,8
484,1762785769.4084244,83.5234375,790,50,51.45963045122332,5
485,1762785769.4599116,173.484375,23231,50,1449.3600669524708,1
486,1762785769.5114276,79.1015625,790,60,47.03329481418914,3
487,1762785769.5629497,62.11328125,680,50,40.77185278816026,3
488,1762785769.6144865,75.5859375,610,60,45.843386820740875,4
489,1762785769.6659577,63.125,890,50,53.661977629763655,3
490,1762785769.717436,74.6875,610,60,35.91793478494673,3
491,1762785769.7689474,79.296875,910,60,54.80351489729504,3
492,1762785769.8205009,76.0625,580,60,42.1618264291662,6
493,1762785769.8719716,61.875,790,50,47.316207893403345,3
494,1762785769.9235146,76.72265625,760,60,45.951010084856975,4
495,1762785769.9750743,78.98828125,950,60,63.150581474470414,4
496,1762785770.0265286,61.1328125,680,50,40.7465376551475,2
497,1762785770.0780382,64.1796875,1420,50,87.7212102232933,4
498,1762785770.1295578,75.9765625,870,60,51.630506993937026,4
499,1762785770.1810915,76.3359375,960,60,57.28172926294161,2
500,1762785770.232666,76.5625,580,60,42.79339329620779,8
501,1762785770.2859876,73.203125,590,60,34.46927802334972,4
502,1762785770.3374977,80.4375,660,60,45.690046970394576,11
503,1762785770.388991,76.18359375,690,60,42.222304815074445,4
504,1762785770.4405487,93.44140625,1141,50,69.5325885253405,4
505,1762785770.4919944,60.51171875,570,50,33.67864074639162,4
506,1762785770.5435414,82.11328125,640,60,51.15672630696846,9
507,1762785770.5950747,75.1953125,830,60,49.499068494899426,2
508,1762785770.6466656,120.31640625,10751,60,669.382025134315,2
509,1762785770.6981437,64.3359375,510,50,30.684166535534125,4
510,1762785770.7497063,89.21875,800,60,60.993209200922124,10
511,1762785770.8012571,75.70703125,690,60,41.78577614000426,7
512,1762785770.8527594,98.953125,1080,60,66.820844390789,4
513,1762785770.9042323,73.125,520,50,30.582578662484607,7
514,1762785770.9557352,63.75390625,700,50,46.58677318361688,3
515,1762785771.0072098,74.45703125,620,60,36.724492406628436,3
516,1762785771.058796,110.3515625,1170,60,80.86464991201134,8
517,1762785771.1102827,62.85546875,730,50,48.24096592632554,3
518,1762785771.1619012,130.7109375,1460,70,105.86288967014704,13
519,1762785771.2135584,89.921875,900,60,59.93455376737294,7
520,1762785771.2650628,75.8984375,880,60,52.66964595848501,4
521,1762785771.3166306,75.703125,730,60,49.747339568238694,3
522,1762785771.3682926,123.48046875,1300,90,88.36155455239947,7
523,1762785771.419748,60.1171875,510,50,30.13020661213919,3
524,1762785771.4712205,71.48828125,710,50,43.36050271232664,5
525,1762785771.5227664,75.6328125,570,60,41.391459021179244,4
526,1762785771.5742106,61.21875,700,50,41.439857199390566,2
527,1762785771.6257088,74.30078125,580,60,34.592634365258036,6
528,1762785771.6772552,76.953125,1070,60,63.80188200248347,2
529,1762785771.7287486,63.015625,510,50,36.75216080082111,7
530,1762785771.780269,74.8515625,660,50,40.3385846220926,4
531,1762785771.831746,75.2734375,590,60,34.80933272281793,5
532,1762785771.8832762,78.984375,900,60,54.09272857153469,3
533,1762785771.9348202,75.4375,580,60,41.6499417413617,4
534,1762785771.986336,78.1640625,1030,60,61.99421571294168,4
535,1762785772.0378768,126.68359375,13471,60,838.0948642339181,1
536,1762785772.089327,61.796875,570,50,34.21806869901041,4
537,1762785772.1408706,76.1015625,580,60,42.24445012278501,5
538,1762785772.1923678,63.71484375,870,50,52.14415101122438,2
539,1762785772.2438786,78.3984375,1240,60,74.73989824522029,3
540,1762785772.2955112,76.64453125,900,60,53.7276593733637,3
541,1762785772.3470016,62.3046875,510,50,36.86436370364352,5
542,1762785772.398496,77.46484375,720,60,43.55819562665561,3
543,1762785772.450031,75.04296875,590,60,35.22646773094089,3
544,1762785772.5015333,79.26171875,980,60,58.64286944413751,2
545,1762785772.553012,62.62109375,560,50,38.96314226637282,3
546,1762785772.6045268,79.69140625,890,60,52.950462276259756,2
547,1762785772.6560268,75.15625,600,60,35.0570263718875,2
548,1762785772.7075307,75.1171875,950,60,56.92087677851857,2
549,1762785772.759118,76.99609375,620,60,43.69282240573859,4
550,1762785772.8105795,63.36328125,900,50,53.84746848397195,2
551,1762785772.8636746,74.578125,591,60,35.42329119129855,6
552,1762785772.915156,62.5390625,790,50,47.372102710309136,2
553,1762785772.9666333,74.10546875,580,60,34.755513166484626,5
554,1762785773.0181003,62.03125,700,50,41.705961862807584,3
555,1762785773.0695772,73.828125,590,60,35.18290792137457,5
556,1762785773.1211236,80.8984375,1110,60,70.40759092806768,3
557,1762785773.1725776,61.48828125,590,50,35.07045932169001,3
558,1762785773.2239993,62.15234375,610,50,36.37037463854393,3
559,1762785773.2755332,77.66015625,970,60,66.27865813289418,5
560,1762785773.3271308,79.921875,1270,60,80.53250318118425,3
561,1762785773.3786347,76.44921875,710,60,42.22504320775834,3
562,1762785773.4302325,66.0546875,1200,50,75.58180179285819,3
563,1762785773.4817395,79.22265625,950,60,56.7286734080937,3
564,1762785773.5332198,61.83984375,790,50,47.52025093985989,4
565,1762785773.584731,76.2578125,580,60,34.94628844355852,5
566,1762785773.6361709,61.84375,771,50,45.96212208619905,2
567,1762785773.68771,76.84375,570,60,42.54141004512487,6
568,1762785773.7392318,76.21484375,920,60,54.7154200437475,2
569,1762785773.7907798,77,590,60,43.14399056147481,5
570,1762785773.8423293,76.56640625,960,60,56.92660810351842,2
571,1762785773.8938262,73.40234375,580,60,34.013697275192406,4
572,1762785773.9453015,62.30859375,640,50,38.04726787201034,3
573,1762785773.9969113,77.66015625,930,60,60.958341081647475,3
574,1762785774.0483682,61.25390625,570,50,34.60695249732286,2
575,1762785774.0998404,64.609375,910,50,57.74049238432518,6
576,1762785774.1513655,64.03125,600,50,42.66337686459191,6
577,1762785774.2028046,61.3671875,530,50,31.93261805095591,6
578,1762785774.2542589,62.5,730,50,43.65641250653994,2
579,1762785774.3058004,76.91796875,810,60,48.55759779178562,4
580,1762785774.3575757,372.828125,74783,60,4669.364159777822,1
581,1762785774.409093,75.078125,820,60,48.320759858815684,2
582,1762785774.4605663,62.34765625,730,50,43.62900899467971,3
583,1762785774.5120525,73.94921875,611,60,37.31100556996765,4
584,1762785774.5635426,62.77734375,650,50,43.73387920781468,5
585,1762785774.6150274,72.8515625,570,60,33.47919221359007,5
586,1762785774.6665723,63.359375,860,50,51.75776677532202,3
587,1762785774.7180645,73.79296875,580,60,34.50592602379777,7
588,1762785774.7695897,63.91015625,820,50,53.14748010530808,5
589,1762785774.82109,73.94921875,580,60,34.20287454057386,5
590,1762785774.8725736,75.66796875,790,60,47.190759204416445,3
591,1762785774.9240727,79.21875,690,60,42.61288353464542,4
592,1762785774.9755774,65.703125,950,50,60.865439419150455,4
593,1762785775.027084,76.87890625,620,60,36.562449723444566,4
594,1762785775.0786073,62.578125,730,50,43.588919148666896,4
595,1762785775.130135,73.75390625,590,60,35.0681966467328,7
596,1762785775.1816232,62.7734375,690,50,45.457623419628796,4
597,1762785775.2330706,60.78515625,540,50,31.946228326505395,3
598,1762785775.284593,62.890625,930,50,56.2508714529445,4
599,1762785775.336073,74.5390625,740,60,43.796660691713676,4
